 oidref |                 id                 
1221244 |"NAME Fomalhaut B"                  
1228321 |"HIP   7463"                        
1228321 |"NAME CCD J01361-2954AB"            
1235748 |"HIP 113368"                        
1235748 |"NAME Fomalhaut"                    
1246181 |"Gaia DR3 5032258669276061184"      
1246181 |"NAME GSA N04"                      
1249908 |"NAME OKM2018 SWIFT J0144.8-2754"   
1249908 |"Gaia DR3 5025185781556457216"      
1250891 |"Gaia DR3 5077642283022422656"      
1250891 |"HIP  12961"                        
1250891 |"NAME Koeia"                        
1253615 |"Gaia DR3 6625720570070068992"      
1253615 |"NAME Atoms for Peace Galaxy"       
1253615 |"NAME Atoms-for-Peace Galaxy"       
1254390 |"Gaia DR3 6623351805412369024"      
1254390 |"NAME Fomalhaut C"                  
1257939 |"Gaia DR3 2343647384368388608"      
1257939 |"HIP   3479"                        
1257939 |"NAME Cocibolca"                    
1257998 |"Gaia DR3 2343650987845631232"      
1257998 |"NAME RX J0043-2639"                
1259045 |"Gaia DR3 2342907103807792896"      
1259045 |"NAME GSA N02"                      
1271508 |"HIP  13288"                        
1271508 |"NAME Angetenar"                    
1282227 |"Gaia DR3 6838023243053666688"      
1282227 |"HIP 106985"                        
1282227 |"NAME Nashira"                      
1282455 |"Gaia DR3 6836685309200961792"      
1282455 |"NAME NC 93"                        
1283061 |"Gaia DR3 6825487741048932608"      
1283061 |"NAME [TM84] D09.14"                
1283099 |"Gaia DR3 6825330373447974912"      
1283099 |"NAME [TM84] I12.13"                
1283410 |"Gaia DR3 6822119013515006592"      
1283410 |"NAME GRH 2208-20"                  
1283444 |"Gaia DR3 6822179619799442176"      
1283444 |"NAME QSM2:07"                      
1283449 |"Gaia DR3 6822179864612167296"      
1283449 |"NAME QSM2:09"                      
1283906 |"Gaia DR3 6628874205642084224"      
1283906 |"NAME HELICAL NEB"                  
1283906 |"NAME Helix Nebula"                 
1286306 |"Gaia DR3 2340155679036275200"      
1286306 |"HIP 118319"                        
1286306 |"NAME Axolotl"                      
1292016 |"Gaia DR3 6838311796136238976"      
1292016 |"HIP 107556"                        
1292016 |"NAME Deneb Algedi"                 
1292886 |"Gaia DR3 2594405717050560000"      
1292886 |"NAME TXFS 2226-1821"               
1292950 |"Gaia DR3 2595360574179855104"      
1292950 |"HIP 110813"                        
1292950 |"NAME Lionrock"                     
1293959 |"Gaia DR3 2403142297848977920"      
1293959 |"NAME MR 2251-178"                  
1296450 |"HIP   3419"                        
1296450 |"NAME Diphda"                       
1299624 |"Gaia DR3 6889338034837425920"      
1299624 |"HIP 103992"                        
1299624 |"NAME Saturn Nebula"                
1302503 |"Gaia DR3 2404579570000684544"      
1302503 |"HIP 113136"                        
1302503 |"NAME Skat"                         
1304898 |"Gaia DR3 2367734656180397952"      
1304898 |"HIP   2247"                        
1304898 |"NAME Felixvarela"                  
1317451 |"Gaia DR3 2461150714560126080"      
1317451 |"HIP   8645"                        
1317451 |"NAME Baten Kaitos"                 
1319484 |"Gaia DR3 5173421634271199104"      
1319484 |"HIP  13701"                        
1319484 |"NAME Azha"                         
1321061 |"Gaia DR3 2667434008056899712"      
1321061 |"HIP 107251"                        
1321061 |"NAME Bosona"                       
1321088 |"HIP 106786"                        
1321088 |"NAME Bunda"                        
1322341 |"Gaia DR3 2616542115933350144"      
1322341 |"HIP 110003"                        
1322341 |"NAME Ancha"                        
1328482 |"Gaia DR3 2426697517703588224"      
1328482 |"NAME Borrelly's Star"              
1340905 |"HIP 106278"                        
1340905 |"NAME Sadalsuud"                    
1352658 |"HIP 111710"                        
1352658 |"NAME Situla"                       
1355823 |"Gaia DR3 2527046061321024512"      
1355823 |"NAME HD 2880AB"                    
1358594 |"NAME OKM2018 SWIFT J0205.5-0255"   
1358594 |"Gaia DR3 2494223543287129600"      
1359450 |"HIP  10826"                        
1359450 |"NAME Mira"                         
1359450 |"NAME Mira A"                       
1362859 |"HIP 109074"                        
1362859 |"NAME Sadalmelik"                   
1363564 |"Gaia DR3 2677558895241364864"      
1363564 |"HIP 110395"                        
1363564 |"NAME Sadachbia"                    
1365330 |"Gaia DR3 2638410646295370880"      
1365330 |"HIP 114322"                        
1365330 |"NAME Ebla"                         
1366249 |"Gaia DR3 2640348977921037056"      
1366249 |"NAME Bond's Flare Star"            
1370952 |"Gaia DR3 2535969006201198592"      
1370952 |"NAME A 0053-0110"                  
1374434 |"Gaia DR3 2508550317235875968"      
1374434 |"NAME GR* 112A"                     
1377458 |"Gaia DR3 2497764000792866176"      
1377458 |"NAME NGC 1087 UB1"                 
1378180 |"NAME OKM2018 SWIFT J0242.6+0000"   
1378180 |"Gaia DR3 2498700788995507712"      
1383997 |"Gaia DR3 2654590230481136128"      
1383997 |"NAME NC 101"                       
1384699 |"NAME OKM2018 SWIFT J2305.4+0009"   
1384699 |"Gaia DR3 2651316335825529344"      
1385300 |"Gaia DR3 2657704047410424576"      
1385300 |"NAME Hammerhead Nebula"            
1385760 |"Gaia DR3 2646418561278525952"      
1385760 |"NAME NGC 7714-15 UB2"              
1388234 |"Gaia DR3 2547126442179677952"      
1388234 |"NAME NC 2"                         
1388799 |"Gaia DR3 2543929062365495808"      
1388799 |"NAME PS 4452-1347"                 
1391916 |"Gaia DR3 2539058702595056640"      
1391916 |"NAME DR 1 in IC 1613"              
1391916 |"NAME IC 1613 WR"                   
1394950 |"Gaia DR3 2507901914613201024"      
1394950 |"NAME Mpingo"                       
1401500 |"HIP 113889"                        
1401500 |"NAME Fumalsamakah"                 
1402395 |"NAME OKM2018 SWIFT J2333.0+0437"   
1402395 |"Gaia DR3 2660007906523315584"      
1407663 |"HIP   9487"                        
1407663 |"NAME Alrescha"                     
1408459 |"NAME OKM2018 SWIFT J0233.8+0243"   
1408459 |"Gaia DR3 2503103607214415488"      
1408792 |"HIP  12706"                        
1408792 |"NAME Kaffaljidhma"                 
1409539 |"HIP 104987"                        
1409539 |"NAME Kitalpha"                     
1410742 |"HIP 109427"                        
1410742 |"NAME Biham"                        
1413890 |"Gaia DR3 2748460627681818240"      
1413890 |"NAME PG 0014+067"                  
1415584 |"Gaia DR3 2577061092921353984"      
1415584 |"HIP   5737"                        
1415584 |"NAME Revati"                       
1417954 |"Gaia DR3 7097351853004672"         
1417954 |"NAME 3C 75A"                       
1417954 |"NAME 3C 75N"                       
1418016 |"Gaia DR3 7097351852433792"         
1418016 |"NAME 3C 75B"                       
1418016 |"NAME 3C 75S"                       
1420306 |"Gaia DR3 2717930312217660928"      
1420306 |"HIP 112935"                        
1420306 |"NAME sig Peg A"                    
1421850 |"NAME OKM2018 SWIFT J2328.1+0883"   
1421850 |"Gaia DR3 2761166240454073728"      
1423306 |"Gaia DR3 2754328583799268352"      
1423306 |"NAME NC 1"                         
1425804 |"Gaia DR3 2572221764290136192"      
1425804 |"HIP   8198"                        
1425804 |"NAME Torcular"                     
1426216 |"Gaia DR3 2521230881759959808"      
1426216 |"NAME NC 9"                         
1428414 |"HIP 107315"                        
1428414 |"NAME Enif"                         
1429947 |"Gaia DR3 2717594072113956352"      
1429947 |"HIP 112029"                        
1429947 |"NAME Homam"                        
1430463 |"Gaia DR3 2815072237547075456"      
1430463 |"NAME NC 102"                       
1437169 |"Gaia DR3 2586679861159033088"      
1437169 |"NAME NC 5"                         
1445428 |"Gaia DR3 2734853174854413312"      
1445428 |"NAME LSBC F673-02"                 
1447433 |"Gaia DR3 2816504901198512768"      
1447433 |"HIP 113963"                        
1447433 |"NAME Markab"                       
1449999 |"Gaia DR3 2768172019308167296"      
1449999 |"HIP   1547"                        
1449999 |"NAME Citadelle"                    
1450034 |"Gaia DR3 2769202742740232960"      
1450034 |"HIP   1067"                        
1450034 |"NAME Algenib"                      
1452960 |"NAME OKM2018 SWIFT J0056.9+1472"   
1452960 |"Gaia DR3 2778170153417478144"      
1454376 |"HIP   7097"                        
1454376 |"NAME Alpherg"                      
1456749 |"NAME OKM2018 SWIFT J0248.3+1202"   
1456749 |"Gaia DR3 25520253292014336"        
1457291 |"Gaia DR3 1759623813132980864"      
1457291 |"HIP 104780"                        
1457291 |"NAME Solaris"                      
1462339 |"Gaia DR3 2793301598079856512"      
1462339 |"NAME NC 3"                         
1472090 |"Gaia DR3 2835207319109249920"      
1472090 |"HIP 113357"                        
1472090 |"NAME Helvetios"                    
1473482 |"Gaia DR3 2822487343966043904"      
1473482 |"NAME Mayall's star"                
1474430 |"Gaia DR3 2800320085741528448"      
1474430 |"NAME NGC 80 Group"                 
1476757 |"HIP   8832"                        
1476757 |"NAME Mesarthim"                    
1478387 |"Gaia DR3 1787984409900989824"      
1478387 |"NAME vMa 72"                       
1481283 |"Gaia DR3 2840673506807375360"      
1481283 |"HIP 115250"                        
1481283 |"NAME Salm"                         
1481296 |"Gaia DR3 2839853133694170880"      
1481296 |"HIP 115623"                        
1481296 |"NAME Alkarab"                      
1485518 |"HIP   8903"                        
1485518 |"NAME Sheratan"                     
1486570 |"Gaia DR3 35227046884571776"        
1486570 |"NAME SO J025300.5+165258"          
1486570 |"NAME APM EO0425-0315372"           
1486570 |"NAME Teegarden's Star"             
1488555 |"Gaia DR3 1880621700515195136"      
1488555 |"NAME NC 100"                       
1488851 |"Gaia DR3 1877891097747190784"      
1488851 |"NAME Anon Peg"                     
1489446 |"HIP 112748"                        
1489446 |"NAME Sadalbari"                    
1491880 |"NAME OKM2018 SWIFT J2355.9+2555"   
1491880 |"Gaia DR3 2851832347237821568"      
1495651 |"HIP   9884"                        
1495651 |"NAME Hamal"                        
1500441 |"HIP 113881"                        
1500441 |"NAME Scheat"                       
1502055 |"HIP    677"                        
1502055 |"NAME Alpheratz"                    
1502055 |"NAME Sirrah"                       
1502970 |"Gaia DR3 2859124205272909184"      
1502970 |"NAME IRAS F00267+3016 NW"          
1504512 |"Gaia DR3 297045096447719040"       
1504512 |"HIP   6643"                        
1504512 |"NAME Belenos"                      
1506689 |"Gaia DR3 1840132390981154432"      
1506689 |"NAME Q 1991/078"                   
1507285 |"NAME OKM2018 SWIFT J2123.6+2506"   
1507285 |"Gaia DR3 1846513028757224704"      
1509474 |"Gaia DR3 1887953690728237568"      
1509474 |"HIP 112158"                        
1509474 |"NAME Matar"                        
1514096 |"NAME OKM2018 SWIFT J0116.3+3104"   
1514096 |"Gaia DR3 310481369057408768"       
1514741 |"Gaia DR3 303285713994358144"       
1514741 |"NAME H-S A"                        
1514741 |"NAME M33 Var A"                    
1517802 |"Gaia DR3 303381543306316416"       
1517802 |"NAME M33 FUV 350"                  
1519266 |"Gaia DR3 303379863975508224"       
1519266 |"NAME M33 FUV 425"                  
1520420 |"Gaia DR3 303378141692142720"       
1520420 |"NAME M33 V* V268"                  
1520420 |"NAME H-K C"                        
1520420 |"NAME M33 Var C"                    
1520421 |"Gaia DR3 303371991297027328"       
1520421 |"NAME Romano Star"                  
1520421 |"NAME Romano's Star"                
1522766 |"Gaia DR3 303379516081697024"       
1522766 |"NAME H-S B"                        
1523086 |"HIP   8796"                        
1523086 |"NAME Mothallah"                    
1523749 |"Gaia DR3 106711559141440512"       
1523749 |"NAME Cool 340"                     
1525568 |"Gaia DR3 1945896338601117568"      
1525568 |"NAME Honda's Variable"             
1538201 |"Gaia DR3 116339982466340736"       
1538201 |"HIP  13209"                        
1538201 |"NAME Bharani"                      
1540239 |"Gaia DR3 1945903966465599232"      
1540239 |"NAME Scovil star"                  
1542671 |"Gaia DR3 1915392587515107840"      
1542671 |"NAME UGC 12276c"                   
1542671 |"NAME UGC 12276 companion"          
1546016 |"HIP   5447"                        
1546016 |"NAME MIRACH"                       
1546684 |"NAME OKM2018 SWIFT J0126.0+3511"   
1546684 |"Gaia DR3 320386869312212224"       
1549103 |"HIP  13061"                        
1549103 |"NAME Lilii Borea"                  
1554417 |"Gaia DR3 1920113512486282240"      
1554417 |"HIP 116076"                        
1554417 |"NAME Veritate"                     
1554470 |"Gaia DR3 1923682286712356992"      
1554470 |"NAME Case 3"                       
1555930 |"Gaia DR3 380653266294961024"       
1555930 |"NAME Mayall II"                    
1555931 |"Gaia DR3 380660894155337856"       
1555931 |"NAME Mayall III"                   
1557773 |"Gaia DR3 369025140556411520"       
1557773 |"NAME Mayall IV"                    
1563243 |"Gaia DR3 381181096302047488"       
1563243 |"NAME [G2012b] C014"                
1567098 |"Gaia DR3 381164917160307200"       
1567098 |"NAME [G2012b] C016"                
1571943 |"Gaia DR3 381267790215837056"       
1571943 |"NAME PB-in7"                       
1574083 |"Gaia DR3 369251124558334080"       
1574083 |"NAME PB-in2"                       
1582076 |"Gaia DR3 1867074892636953728"      
1582076 |"NAME Q 2000/247"                   
1584816 |"Gaia DR3 1957198562223183488"      
1584816 |"NAME ** STTA 230"                  
1587548 |"Gaia DR3 1924818288379268736"      
1587548 |"NAME Copeland's Blue Snowball"     
1588052 |"Gaia DR3 1925321658551399040"      
1588052 |"NAME Sterrennacht"                 
1593695 |"Gaia DR3 375250708536870400"       
1593695 |"NAME Mayall V"                     
1593881 |"Gaia DR3 375445326390473728"       
1593881 |"NAME Mayall VI"                    
1597074 |"Gaia DR3 348020482735930112"       
1597074 |"HIP   7513"                        
1597074 |"NAME Titawin"                      
1597498 |"Gaia DR3 345663709628921216"       
1597498 |"NAME NC 8"                         
1602925 |"Gaia DR3 685307356868426240"       
1602925 |"HIP  44946"                        
1602925 |"NAME Nahn"                         
1603165 |"NAME OKM2018 SWIFT J0900.9+2095"   
1603165 |"Gaia DR3 684972246340371456"       
1614114 |"Gaia DR3 702295464353437952"       
1614114 |"NAME Gloas"                        
1621378 |"Gaia DR3 5742368530268889088"      
1621378 |"NAME IRAS 09111-1007E"             
1621422 |"Gaia DR3 5742368530269434880"      
1621422 |"NAME IRAS 09111-1007W"             
1621681 |"Gaia DR3 5738931044604174592"      
1621681 |"NAME Hya A"                        
1621681 |"NAME Hydra A"                      
1630010 |"HIP  46750"                        
1630010 |"NAME Alterf"                       
1634852 |"HIP  46390"                        
1634852 |"NAME Alphard"                      
1639364 |"Gaia DR3 797597524475897600"       
1639364 |"HIP  47087"                        
1639364 |"NAME Illyrian"                     
1644140 |"Gaia DR3 588551501854159744"       
1644140 |"HIP  47508"                        
1644140 |"NAME Subra"                        
1646438 |"Gaia DR3 3827873938815011200"      
1646438 |"HIP  47431"                        
1646438 |"NAME Ukdah"                        
1655792 |"Gaia DR3 643819484617141504"       
1655792 |"HIP  48455"                        
1655792 |"NAME Rasalas"                      
1657507 |"Gaia DR3 614377930478412032"       
1657507 |"NAME Peanut Nebula"                
1660933 |"Gaia DR3 3823126385045210880"      
1660933 |"HIP  48711"                        
1660933 |"NAME Bibha"                        
1662457 |"HIP  48356"                        
1662457 |"NAME Zhang"                        
1662868 |"Gaia DR3 5671793318423471616"      
1662868 |"HIP  48615"                        
1662868 |"NAME Felis"                        
1673053 |"Gaia DR3 3849401483133349632"      
1673053 |"NAME Sex B"                        
1673053 |"NAME Sextans B"                    
1673484 |"NAME OKM2018 SWIFT J1002.2+0300"   
1673484 |"Gaia DR3 3836469508403763968"      
1674436 |"Gaia DR3 3836230394689524096"      
1674436 |"NAME COSMOS-QSO-199"               
1675984 |"Gaia DR3 3829677034805126656"      
1675984 |"NAME Revolver"                     
1678912 |"Gaia DR3 3772261740193862656"      
1678912 |"NAME NGC 3115 DW1"                 
1678912 |"NAME NGC 3115 DW 1"                
1678919 |"Gaia DR3 3772898048188571776"      
1678919 |"NAME Sextans Ring"                 
1678919 |"NAME Ring Galaxy in Sex"           
1679123 |"Gaia DR3 3772282665274650624"      
1679123 |"NAME Spindle Galaxy"               
1680583 |"NAME OKM2018 SWIFT J1005.9-2305"   
1680583 |"Gaia DR3 5665879492054480384"      
1681799 |"NAME OKM2018 SWIFT J0959.5-2828"   
1681799 |"Gaia DR3 5464812281720759808"      
1682997 |"Gaia DR3 5420219732228461184"      
1682997 |"NAME Eight-Burst Nebula"           
1688086 |"HIP  50335"                        
1688086 |"NAME Adhafera"                     
1689590 |"HIP  49669"                        
1689590 |"NAME Regulus"                      
1690409 |"Gaia DR3 3873534698211216896"      
1690409 |"NAME BZB J1008+0621"               
1704447 |"Gaia DR3 5421030587700289280"      
1704447 |"NAME Vela Ring Galaxy"             
1705278 |"HIP  50801"                        
1705278 |"NAME Tania Australis"              
1710355 |"HIP  50583"                        
1710355 |"NAME Algieba"                      
1721746 |"Gaia DR3 5469406625417045760"      
1721746 |"NAME HD 90737AB"                   
1721746 |"HIP  51255"                        
1721753 |"NAME OKM2018 SWIFT J1024.7-2355"   
1721753 |"Gaia DR3 5472991617437063424"      
1747125 |"Gaia DR3 730982994030203264"       
1747125 |"NAME 4FGL J1049.8+2741"            
1760785 |"Gaia DR3 5450573881018549760"      
1760785 |"HIP  52521"                        
1760785 |"NAME Macondo"                      
1763141 |"Gaia DR3 777254360337133312"       
1763141 |"HIP  53721"                        
1763141 |"NAME Chalawan"                     
1764049 |"Gaia DR3 738259665062428416"       
1764049 |"HIP  53229"                        
1764049 |"NAME Praecipua"                    
1775723 |"Gaia DR3 3757117135752936576"      
1775723 |"NAME HD 94941AB"                   
1775723 |"HIP  53568"                        
1776557 |"Gaia DR3 3562717226488303360"      
1776557 |"NAME DENIS 1058-1548"              
1776854 |"Gaia DR3 3553136288324444544"      
1776854 |"HIP  53740"                        
1776854 |"NAME Alkes"                        
1777210 |"Gaia DR3 3537110837630877568"      
1777210 |"NAME Amansinaya"                   
1778184 |"NAME OKM2018 SWIFT J1057.8-3049"   
1778184 |"Gaia DR3 5452844887926022272"      
1779914 |"Gaia DR3 778947608243864320"       
1779914 |"NAME PM I11055+4331"               
1784677 |"Gaia DR3 3996419759863758592"      
1784677 |"NAME CW 1103+254"                  
1785786 |"Gaia DR3 3990320597065899776"      
1785786 |"HIP  54872"                        
1785786 |"NAME Zosma"                        
1786324 |"HIP  54879"                        
1786324 |"NAME Chertan"                      
1790247 |"Gaia DR3 3791263156547622784"      
1790247 |"HIP  54158"                        
1790247 |"NAME Dingolay"                     
1795355 |"Gaia DR3 3552950883176150016"      
1795355 |"NAME Double Hamburger"             
1797803 |"NAME OKM2018 SWIFT J1117.1+4419"   
1797803 |"Gaia DR3 784808207083114112"       
1800838 |"HIP  55219"                        
1800838 |"NAME Alula Borealis"               
1800872 |"HIP  55203"                        
1800872 |"NAME Alula Australis"              
1803732 |"NAME OKM2018 SWIFT J1119.6+2136"   
1803732 |"Gaia DR3 3990830907900291584"      
1808530 |"Gaia DR3 3796826582305099520"      
1808530 |"HIP  55664"                        
1808530 |"NAME Shama"                        
1810511 |"Gaia DR3 3797083726291435648"      
1810511 |"NAME 2dF J112555-001639"           
1813767 |"Gaia DR3 3558757438442252032"      
1813767 |"NAME KA 2"                         
1813767 |"NAME RKA 2"                        
1814331 |"Gaia DR3 3534621989981179520"      
1814331 |"HIP  55174"                        
1814331 |"NAME Hunahpu"                      
1815004 |"NAME OKM2018 SWIFT J1117.2-2901"   
1815004 |"Gaia DR3 3530982159816676096"      
1823617 |"Gaia DR3 4018853503626647680"      
1823617 |"NAME Blue Strong"                  
1824833 |"Gaia DR3 3979226627820659072"      
1824833 |"HIP  56508"                        
1824833 |"NAME Formosa"                      
1831977 |"Gaia DR3 3786035184916139136"      
1831977 |"HIP  56572"                        
1831977 |"NAME Sagarmatha"                   
1847092 |"Gaia DR3 3799626935341796096"      
1847092 |"HIP  57370"                        
1847092 |"NAME Flegetonte"                   
1851353 |"Gaia DR3 3600361996363616256"      
1851353 |"NAME Wild's Triplet"               
1853201 |"Gaia DR3 3584915026225268608"      
1853201 |"NAME Crt A"                        
1856713 |"HIP  57146"                        
1856713 |"NAME HD 101847BC"                  
1861732 |"NAME OKM2018 SWIFT J1159.7+2923"   
1861732 |"Gaia DR3 4008143096437001216"      
1863953 |"HIP  57632"                        
1863953 |"NAME Denebola"                     
1866428 |"Gaia DR3 3796442680948579328"      
1866428 |"HIP  57757"                        
1866428 |"NAME Zavijava"                     
1873355 |"Gaia DR3 3575096284308322048"      
1873355 |"NAME DENIS 1151-1202"              
1876667 |"NAME OKM2018 SWIFT J1207.8+4311"   
1876667 |"Gaia DR3 1537538063642255360"      
1881437 |"Gaia DR3 4014420719421648000"      
1881437 |"NAME NGC 4150-X1"                  
1891423 |"Gaia DR3 3600841623951744640"      
1891423 |"NAME PG 1159"                      
1899524 |"Gaia DR3 3490234568129160704"      
1899524 |"HIP  59316"                        
1899524 |"NAME Minkar"                       
1899570 |"Gaia DR3 3489338019475637760"      
1899570 |"HIP  59199"                        
1899570 |"NAME Alchiba"                      
1903869 |"Gaia DR3 1531552696002152832"      
1903869 |"NAME CII 49"                       
1912263 |"NAME OKM2018 SWIFT J1212.9+0702"   
1912263 |"Gaia DR3 3901598117602095232"      
1912373 |"Gaia DR3 3901895462485952640"      
1912373 |"NAME FAUST V023"                   
1915328 |"Gaia DR3 3695061317957036928"      
1915328 |"HIP  60129"                        
1915328 |"NAME Zaniah"                       
1920557 |"HIP  59803"                        
1920557 |"NAME Gienah"                       
1922763 |"Gaia DR3 6144801537065441280"      
1922763 |"NAME SYPHON"                       
1924380 |"Gaia DR3 1534011998572555776"      
1924380 |"HIP  61317"                        
1924380 |"NAME Chara"                        
1930345 |"Gaia DR3 3960724252307532672"      
1930345 |"HIP  60904"                        
1930345 |"NAME ** STFA 21"                   
1934358 |"Gaia DR3 3932951035266314496"      
1934358 |"NAME Rosino Object"                
1934358 |"NAME Rosino-Zwicky Object"         
1935130 |"Gaia DR3 3907985352447565696"      
1935130 |"NAME Eyes"                         
1941996 |"Gaia DR3 3693710877159936896"      
1941996 |"NAME BZQ J1236+0224"               
1946342 |"Gaia DR3 3520586071217872896"      
1946342 |"HIP  60965"                        
1946342 |"NAME Algorab"                      
1946472 |"Gaia DR3 3520687672962171776"      
1946472 |"NAME DENIS 19"                     
1946472 |"NAME DENIS 1228-1547"              
1956997 |"Gaia DR3 3962273017514089984"      
1956997 |"NAME CII 56"                       
1960988 |"Gaia DR3 3934413862472867840"      
1960988 |"NAME Umbrella Galaxy"              
1963543 |"Gaia DR3 3707164943817177984"      
1963543 |"NAME BZQ J1239+0443"               
1965990 |"Gaia DR3 3683687763520080384"      
1965990 |"HIP  61941"                        
1965990 |"NAME Porrima"                      
1968114 |"Gaia DR3 3683277061567168000"      
1968114 |"NAME SDSS J1240-01"                
1970342 |"Gaia DR3 3579159112917037440"      
1970342 |"NAME NC 70"                        
1971559 |"Gaia DR3 3530135742021065472"      
1971559 |"NAME Sombrero"                     
1971559 |"NAME Sombrero Galaxy"              
1972271 |"HIP  61359"                        
1972271 |"NAME Kraz"                         
1976891 |"Gaia DR3 1517698716348324992"      
1976891 |"HIP  63125"                        
1976891 |"NAME Cor Caroli"                   
1985034 |"Gaia DR3 3961737589711754752"      
1985034 |"NAME Coma A"                       
1987938 |"Gaia DR3 3958622291017334400"      
1987938 |"NAME Watson X-1"                   
1991352 |"Gaia DR3 3934702694729214080"      
1991352 |"NAME 1ES 1249+17.4E"               
1993272 |"Gaia DR3 3704342295607157120"      
1993272 |"HIP  63090"                        
1993272 |"NAME Minelauva"                    
1998483 |"Gaia DR3 3675476473244734080"      
1998483 |"NAME BZB J1243-0613"               
2031060 |"Gaia DR3 1463847729197578112"      
2031060 |"NAME X Comae Galaxy"               
2050068 |"Gaia DR3 3736865265441207424"      
2050068 |"HIP  63608"                        
2050068 |"NAME Vindemiatrix"                 
2060423 |"Gaia DR3 6187779556809793024"      
2060423 |"NAME Kelu -1"                      
2060423 |"NAME Kelu 1"                       
2060423 |"NAME Kelu-1"                       
2062871 |"Gaia DR3 1526073279808692864"      
2062871 |"NAME SMM J131222.35+423814.1"      
2063723 |"Gaia DR3 1525844581388510208"      
2063723 |"NAME Sunflower Galaxy"             
2086381 |"Gaia DR3 1461333970738994432"      
2086381 |"NAME KC F5"                        
2103212 |"Gaia DR3 1446820073654023680"      
2103212 |"NAME BZB J1314+2348"               
2104797 |"Gaia DR3 3937881211045638400"      
2104797 |"HIP  64241"                        
2104797 |"NAME Diadem"                       
2106569 |"Gaia DR3 3717577563746523520"      
2106569 |"NAME NC 72"                        
2115165 |"NAME OKM2018 SWIFT J1310.1-1719"   
2115165 |"Gaia DR3 3511427929631620736"      
2118270 |"Gaia DR3 6137710099384586240"      
2118270 |"NAME ER 2"                         
2140887 |"HIP  65474"                        
2140887 |"NAME Spica"                        
2143162 |"Gaia DR3 6169358270279071104"      
2143162 |"NAME COSMOS 5975"                  
2145105 |"Gaia DR3 6169758458151826688"      
2145105 |"NAME NFP J132747.9-311360"         
2147552 |"Gaia DR3 6137049739573759872"      
2147552 |"NAME AE 1"                         
2150863 |"Gaia DR3 1475568901107288320"      
2150863 |"NAME R117-A"                       
2165810 |"Gaia DR3 3718469783072240768"      
2165810 |"NAME Neighbour of UX Vir"          
2167144 |"Gaia DR3 3663219633013534592"      
2167144 |"NAME IRAS F13373+0105 SE"          
2168382 |"Gaia DR3 3662636823132300032"      
2168382 |"HIP  66249"                        
2168382 |"NAME Heze"                         
2185429 |"Gaia DR3 1454878600534492800"      
2185429 |"NAME vZ 1128"                      
2187332 |"Gaia DR3 1454784317416279168"      
2187332 |"NAME Barnard Variable in M3"       
2196399 |"Gaia DR3 1243345413889604992"      
2196399 |"NAME IRAS F13458+1540 SW"          
2196532 |"Gaia DR3 1243345413889609216"      
2196532 |"NAME IRAS F13458+1540 NE"          
2203405 |"Gaia DR3 3633950564763385216"      
2203405 |"NAME 47 Tuc TO Star"               
2203405 |"HIP  66815"                        
2215890 |"HIP  67927"                        
2215890 |"NAME Muphrid"                      
2216195 |"NAME OKM2018 SWIFT J1357.0+1929"   
2216195 |"Gaia DR3 1246691708810048256"      
2218571 |"Gaia DR3 3664520767586697856"      
2218571 |"NAME SMM J14010+0252"              
2236032 |"Gaia DR3 3671443327155031936"      
2236032 |"NAME NC 73"                        
2241382 |"Gaia DR3 3646844056586068736"      
2241382 |"NAME Speca"                        
2243194 |"HIP  69427"                        
2243194 |"NAME Kang"                         
2246195 |"HIP  68933"                        
2246195 |"NAME Menkent"                      
2252964 |"HIP  69673"                        
2252964 |"NAME Arcturus"                     
2253651 |"Gaia DR3 1227151802340968832"      
2253651 |"NAME PN SkAc 1"                    
2254689 |"NAME OKM2018 SWIFT J1419.1+0790"   
2254689 |"Gaia DR3 3673769550161802240"      
2255021 |"Gaia DR3 3669505059953810048"      
2255021 |"NAME NC 74"                        
2256037 |"Gaia DR3 3654244525755119872"      
2256037 |"HIP  70553"                        
2256037 |"NAME Preston's Star"               
2261229 |"Gaia DR3 3640828731549972480"      
2261229 |"HIP  69701"                        
2261229 |"NAME Syrma"                        
2262676 |"HIP  69974"                        
2262676 |"NAME Khambalia"                    
2262704 |"NAME OKM2018 SWIFT J1419.0-1323"   
2262704 |"Gaia DR3 6302991191235739904"      
2264777 |"Gaia DR3 6269897579163808896"      
2264777 |"NAME AM 1416-270E"                 
2265540 |"NAME OKM2018 SWIFT J1416.5-3671"   
2265540 |"Gaia DR3 6118035575759971584"      
2275734 |"Gaia DR3 3649422995468596480"      
2275734 |"HIP  70755"                        
2275734 |"NAME Elgafar"                      
2285301 |"HIP  72105"                        
2285301 |"NAME Izar"                         
2285316 |"NAME OKM2018 SWIFT J1445.6+2702"   
2285316 |"Gaia DR3 1279756772236894080"      
2286106 |"Gaia DR3 1265849771211171328"      
2286106 |"NAME Haro's Star"                  
2294186 |"Gaia DR3 3650718804281798912"      
2294186 |"HIP  72339"                        
2294186 |"NAME Monch"                        
2296038 |"Gaia DR3 6326753222355787648"      
2296038 |"NAME DENIS 1441-0945"              
2302665 |"Gaia DR3 1236429004715336576"      
2302665 |"HIP  72845"                        
2302665 |"NAME Arcalis"                      
2309078 |"Gaia DR3 6309703507861332736"      
2309078 |"HIP  72622"                        
2309078 |"NAME Zubenelgenubi"                
